,ArticleId,Text,Category,num_of_tokens
112,506,gallas sees two-horse race chelsea s william gallas believes they will battle it out with arsenal for the premiership in the coming months.   it ll be a two-horse race all the way to the end of the season because we are both going to give it everything   he told bbc sport.  you need to be good and you need a lot of luck. you need a bit of both but it will be as hard for the arsenal players as it is for the chelsea boys.   we know that we have got the power in our hands just now   added gallas.   but you never know what is going to happen in football - two seasons ago manchester united picked up so many points towards the end of the season when they won the title.  obviously  nobody at chelsea wants to come second but you never know what happens in football.  we will be challenging to come first as much as every arsenal player will be challenging to come first.  gallas has been given extra confidence by the impact manager jose mourinho has had since taking over as manager during the summer.  and the french international defender believes mourinho is perfectly suited to boss the squad of chelsea stars and says his managerial expertise will prevent any player revolt.  it s only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at chelsea is a fantastic manager like mourinho   he said.  he is the icing on the cake at the club. he has this fantastic knack of thinking of everything.  another incredible quality that mourinho has is that every player  even though the fans may consider them to be a stars  within the dressing-room they are absolutely equal.  mourinho reminds everyone but he doesn t have to because he has created a wonderful atmosphere where everybody is playing and laughing every day.  it is a changed dressing-room from the atmosphere there was last year.,sport,409
421,906,bets off after big brother  leak  a bookmaker has stopped taking bets on celebrity big brother after claiming  sensitive information  about the channel 4 show had been leaked.  william hill made the move after four people tried to place bets on friday s surprise double eviction.  this is highly unlikely to have been an inspired guess   william hill spokesman rupert adams said. however  a big brother spokeswoman was  satisfied  that sensitive information about the show remained confidential.  the bookmaker said its suspicions had been aroused by betting for the last two contestant evictions  when people were still trying to place large sums despite odds as short as 1/14. but william hill s  overwhelming evidence  came on friday when four unknown callers asked to place bets on the show s surprise double eviction.  shortly afterwards model caprice and actor jeremy edwards left the show. mr adams believed someone had gained access to figures which revealed how viewers were voting  and was using them to predict which celebrity would be evicted next.  we think somebody somewhere has got them and has been trying very hard to take us to the cleaners   he said. the bets were not taken. mr adams did not believe anyone from channel 4 or big brother producer endemol had tried to place the queried bets. but he added:  they need to look at how many people are privy to the sensitive information.   big brother s spokeswoman said:  only a handful of senior production executives are privy to any sensitive information regarding eviction voting and there are strict procedures in place to keep this information strictly confidential.  we do not feel the need to investigate this further as we are satisfied that these measures are effective.  the show s independent adjudicator - the electoral reform services - was also satisfied  she added. the current series of celebrity big brother ends on sunday  with happy mondays star bez  actress brigitte nielsen and blazin  squad rapper kenzie competing for a £50 000 charity prize.  bookmaker ladbrokes said it would continue to accept bets on the final  with kenzie its favourite at 2/9.  we felt no need whatsoever to close the book   spokesman warren lush said.  we ve seen absolutely no suspicious betting patterns.  mr lush added that people sometimes vote on short odds  because they think it s like buying money .  you do have to risk quite a lot of money for a very small gain but if they think there s no chance of an upset they will still do it   he said.,entertainment,525
11,1153,housewives lift channel 4 ratings the debut of us television hit desperate housewives has helped lift channel 4 s january audience share by 12% compared to last year.  other successes such as celebrity big brother and the simpsons have enabled the broadcaster to surpass bbc2 for the first month since last july. however the channel s share of the audience fell from 11.2% to 9.6% last month in comparison with january 2004. celebrity big brother attracted less viewers than its 2002 series.  comedy drama desperate housewives managed to pull in five million viewers at one point during its run to date  attracting a quarter of the television audience. the two main television channels  bbc1 and itv1  have both seen their monthly audience share decline in a year on year comparison for january  while five s proportion remained the same at a slender 6.3%. digital multi-channel tv is continuing to be the strongest area of growth  with the bbc reporting freeview box ownership of five million  including one million sales in the last portion of 2004. its share of the audience soared by 20% in january 2005 compared with last year  and currently stands at an average of 28.6%.,entertainment,253
370,754,italy aim to rattle england italy coach john kirwan believes his side can upset england as the six nations wooden spoon battle hots up.  the two sides  both without a win  meet on 12 march at twickenham and kirwan says his side will be hoping to make the most of england s current slump.  we have to make sure the england and france games are tough for them.  england have not been having the best of championships. that is a big one for us and them and i am sure my players will rise to the occasion   he said. but kirwan admits that a lot of hard work will be needed with his kickers before the trip to london. roland de marigny and luciano orquera had a miserable time with the boot in the dire defeat to scotland as chris paterson stole the show to give the hosts a much-needed 18-10 victory. kirwan said:  the kicking was the decisive factor in scotland which cost us and it could go down to the kicking again next time.  but i have a lot of confidence in my players and i am positive we can put everything together against england.  england  meanwhile  are licking their wounds and rueing what might have been had two decisions from referee jonathan kaplan not gone against them in the second half in dublin. first mark cueto was judged offside as he chased fly-half charlie hodgson s kick  and then kaplan opted not to call upon video evidence to see if josh lewsey had touched down after being driven over ireland s line.  but centre jamie noon believes the side at least showed better form than their previous two defeats.  we definitely improved against an in-form irish side   he said.  we went to dublin quietly confident that we would be able to compete  and i think we showed that.  we have got to make sure we now take the form and positives into the italy game. we are under no illusions that it is going to be easy  but we definitely need a win.  england have now equalled an 18-year low of four successive championship defeats  including france in paris last season  and have lost four in a row under andy robinson. his predecessor  sir clive woodward  began his seven-year reign with three defeats and two draws.,sport,505
749,1585,blair hails turkey-eu talks deal tony blair has hailed a deal bringing turkey a step closer to eu membership as important for the world s future  peace and prosperity .  mr blair has been a leading advocate of turkish membership despite controversy surrounding the idea. leaving a brussels summit mr blair said  the fact turkey is a muslim country does not mean it should be barred . the deal to open formal talks with ankara came despite an eu demand for turkey to recognise cyprus. it was agreed the issue can be tackled at a later date but turkish premier recep erdogan had to accept negotiations did not guarantee his country full eu membership.  if it joins  turkey may have to accept restrictions to limit migration by its citizens. mr blair said having turkey in the eu was of  importance to the future peace and prosperity of my country  britain  and the wider world .   we are stating a fundamental principle that the fact turkey is a muslim country does not mean it should be barred from europe.  on the contrary  if it fulfils the same principles of human rights  then muslim and christian can work together.  under the agreement  turkey must issue a written statement promising to sign an accord effectively recognising the greek cypriot government  but gives turkey more time to sell the idea to its people.  the internationally recognised southern part of cyprus is an eu member  but turkey  which occupies northern cyprus  had previously insisted it would not bow to demands to recognise the country  calling the issue a  red line . it could take up to 15 years before turkey is able to join  and entry cannot be guaranteed. the eu has also announced that it will start accession talks with croatia in april 2005. however  talks will begin only if the country co-operates fully with the un war crimes tribunal for the former yugoslavia.,politics,405
973,661,uk needs tax cuts  tories insist a major change of direction is needed in britain if it is to prosper  the shadow chancellor said as the tory party spring conference began.  oliver letwin said the uk could not compete with other countries without the £4bn tax cuts he was promising. tory co-chairman liam fox had opened the forum in brighton with an attack on labour s record and party leader michael howard is due to speak later. tony blair has said conservative policies would cause economic failure. but mr letwin said britain had fallen from fourth to 11th in the international economic competitiveness league.   can this country compete  can this country prosper  unless we do something about the burden of regulation and tax on our economy   he said.  if we are going to take on the great challenges  the challenges like those posed by the chinese and the indians  we have got to do something about getting down the burden of regulation and getting down the burden of tax   he said.  the fact is the very carefully costed  fully funded plans we have laid out for saving £12bn by 2007-2008 are absolutely crucial to delivering an economy that will prosper and provide people with jobs and indeed provide the public services with the money they need on a sustainable long-term basis.  mr letwin said voting for labour meant choosing higher taxes  borrowing and waste.  earlier  dr fox had said labour s rule had been characterised by  lost trust and failure to deliver . he also attacked the government s  failure  to control immigration and asylum and criticised its record on the nhs  telling delegates labour cannot be trusted on education or crime. a tory government would sort out the  shambles  of immigration  put patients before statistics and bring discipline to schools  he said. michael howard  who had been due to welcome delegates to the conference on friday  will address them in a lunchtime speech. his welcome address had to be postponed after he stayed in london to lead the party s opposition to the prevention of terrorism bill in its lengthy progress through parliament. the bill was finally passed on friday evening  after more than 30 hours of debate. mr howard is likely to defend his party s handling of the bill  which was only passed after the conservatives accepted prime minister tony blair s promise that mps would be able to review it within a year.,politics,485
559,817,india unveils anti-poverty budget india is to boost spending on primary schools and health in a budget flagged as a boost for the ordinary citizen.  india s defence budget has also been raised 7.8% to 830bn rupees ($19bn). the priority for finance minister palaniappan chidambaram is to fight poverty and keep the government s communist allies onside. but his options are limited by a new law which makes him cut the budget deficit  which he said would be 4.5% of gdp in the year to march 2005. the country s overall deficit is thought to be more than 10%  if the spending of india s 35 states and territories is included. under the fiscal responsibility law  mr chidambaram has to trim the deficit by 0.3 percentage points each year  a target he says he has now met for the current year.  but the heavy spending on poverty reduction means the 2005-6 target for the deficit will be 4.3%  mr chidambaram said - falling short of the new law s requirement.  i was left with no option but to press the pause button vis a vis the act   he said. the following year  though  would have to be back on track  he warned.   i may add that we are perilously close to the limits of fiscal prudence and there is no more room for spending beyond our means   he said. the coming year s reduction has meant bringing more of the businesses in india s burgeoning services sector into the tax system and restructuring the personal tax system  although there are numerous corporate tax and duty reductions built into the budget.  presenting his budget in the lower house of parliament  mr chidambaram said the indian economy was performing strongly and that inflation has been reined in. he said india s economy grew 6.9% in 2004. in his budget mr chidambaram has:  - increased spending on primary education to 71.56bn rupees ($1.6bn)   - increased spending on health to 102.8bn rupees ($2.35bn)   - announced that 80bn rupees ($1.8bn) will be spent on building rural infrastructure   - pledged 102.16bn rupees ($2.3bn) for tsunami victims   - increased flow of funds to agriculture by 30%   - announced a package for the sugar industry  in addition  up to 100bn rupees ($2.3bn) to be spent on infrastructure will be sourced by borrowing against the country s foreign exchange reserves  keeping budgeted spending under control.  given the resilience of the indian economy... it is possible to launch a direct assault on poverty   mr chidambaram said.  the whole purpose of democratic government is to eliminate poverty.  the new indian government  led by the congress party  was voted into power last may after it pledged to introduce economic reforms with a  human face .  the finance minister says he is committed to continue reforming india s tax system while expanding the tax base. as part of his reforms he has announced:  - duty cuts on capital goods and raw materials   - expanded service tax net   - raised the income-tax threshold to 100 000 rupees ($2 300)   - reduced income tax for those earning less than 250 000 rupees ($5 700) to 20%   - reduced corporate tax rates to 30%  an annual economic survey released on friday said india needed to ease limit restriction on foreign investment  reform labour laws and cut duties apart from widening the tax base for long-term economic growth. but mr chidambaram is under pressure from the communist parties to focus on increasing social spending. the communists are also hostile to measures seeking to increase foreign investment and allow companies to hire and fire employees at will. in recent months  they have expressed their displeasure at the government s economic reform plans including increasing foreign direct investment in telecommunication and aviation. in his last budget  mr chidambaram had pledged billions of dollars for improving education and health services for the poor as well as special assistance for farmers.,business,862
49,90,bank set to leave rates on hold uk interest rates are set to remain on hold at 4.75% following the latest meeting of the bank of england.  the bank s rate-setting committee has put up rates five times in the past year but rates have been on hold since september amid signs of a slowdown. economic growth slowed in the previous quarter  as manufacturing output fell  while consumer confidence has slipped. there is also growing evidence that the previously booming uk housing market is now cooling.  house prices fell 0.4% in october  according to the nationwide  their biggest monthly fall since february 2001. last month  bank of england governor mervyn king said that the economy had hit a  softer patch  after rapid economic growth in the first half of 2004. richard jeffrey  chief economist at bridgewell securities  said it was very unlikely that the bank of england would put rates up again this time around.  there have been sufficient signs in the economy of a slowdown to stay the bank of england s hand   he told bbc radio 4 s today programme. however  mr jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked.  i still think interest rates are going up   he said.  we are not out of the woods.,business,275
57,40,german growth goes into reverse germany s economy shrank 0.2% in the last three months of 2004  upsetting hopes of a sustained recovery.  the figures confounded hopes of a 0.2% expansion in the fourth quarter in europe s biggest economy. the federal statistics office said growth for the whole of 2004 was 1.6%  after a year of contraction in 2003  down from an earlier estimate of 1.7%. it said growth in the third quarter had been zero  putting the economy at a standstill from july onward. germany has been reliant on exports to get its economy back on track  as unemployment of more than five million and impending cuts to welfare mean german consumers have kept their money to themselves. major companies including volkswagen  daimlerchrysler and siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. according to the statistics office  destatis  rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.  but the relentless rise in the value of the euro last year has also hit the competitiveness of german products overseas. the effect has been to depress prospects for the 12-nation eurozone as a whole  as well as germany. eurozone interest rates are at 2%  but senior officials at the rate-setting european central bank are beginning to talk about the threat of inflation  prompting fears that interest rates may rise. the ecb s mandate is to fight rising prices by boosting interest rates - and that could further threaten germany s hopes of recovery.,business,334
802,1370,anelka  eyes man city departure  striker nicolas anelka reportedly wants to leave manchester city in search of champions league football.  anelka  25  is in talks over a contract extension beyond 2007 with city but is believed to fear his career will go stale if he stays at the club. the news of the world reports that anelka told a french magazine:  i either decide to win titles or to have an easy life.  i think i will always choose football  if a great club makes me an offer.  he added:  to win titles you need players who have the capability of doing so. if we stagnate between eighth and 15th place it s impossible to progress.  if i am going to score goals and not win  there is a risk it is going to create a feeling of being fed up.  anelka has earned a reputation for being a difficult character to handle after spells at arsenal  real madrid and paris st germain and he feels that is now coming back to haunt him.   i am in talks to sign an extension to my contract   he said.  i am well here but the sporting aspect also comes into account.  playing for eighth place is good but i miss the champions league.  i won it with real madrid in 2000 and i need to be playing in it - and i should be playing in it.  i m not in it because of things that have happened in the past and had nothing to do with football.  but i don t blame anyone. it s a bit my fault.,sport,314
473,1980,india s maruti sees profits jump india s biggest carmaker maruti has reported a sharp increase in quarterly profit after a booming economy and low interest rates boosted demand.  net profit surged 70% to 2.39bn rupees ($54.98m; £29.32m) in the last three months of 2004 compared with 1.41bn rupees a year earlier. total sales were 30.1bn rupees  up 27% from the same 2004 period. maruti accounts for half of india s domestic car sales  luring consumers with cheap  fuel-efficient vehicles.  demand in india also has been driven by the poor state of public transport and the very low level of car ownership  analysts said.  figures show that only eight people per thousand are car owners. maruti beat market expectations despite an increase in raw materials costs. the company  majority-owned by japan s suzuki  said an increase in steel and other raw material prices was partially offset by cost cutting. sales in the fiscal third quarter  including vans and utility vehicles  rose by 17.8% to 136.069 units. maruti is not the only company benefiting as indian s economic growth gives consumer greater spending power. utility vehicle and tractor maker mahindra has reported a 52% rise in net profit during the last three months of 2004. profit was 1.33bn rupees compared with 874.2m rupees a year earlier.,business,309
442,431,s korea spending boost to economy south korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy.  it has earmarked 100 trillion won ($96bn) for the first six months of 2005  60% of its total annual budget. the government s main problems are  slumping consumption and a contraction in the construction industry . it aims to create 400 000 jobs and will focus on infrastructure and home building  as well as providing public firms with money to hire new workers.  the government has set an economic growth rate target of 5% for next year and hinted that would be in danger unless it took action.  internal and external economic conditions are likely to remain unfavourable in 2005   the finance and economy ministry said in a statement.  it blamed  continuing uncertainties such as fluctuating oil prices and foreign exchange rates and stagnant domestic demand that has shown few signs of a quick rebound . in 2004  growth will be between 4.7% and 4.8%  the ministry said. not everyone is convinced the plan will work.  our primary worry centres on the what we believe is the government s overly optimistic view that its front loading of the budget will be enough to turn the economy around   consultancy 4cast said in a report.  the problem facing south korea is that many consumers are reeling from the effects of a credit bubble that only recently burst. millions of south koreans are defaulting on their credit card bills  and the country s biggest card lender has been hovering on the verge of bankruptcy for months. as part of its spending plans  the government said it will ask firms to  roll over mortgage loans that come due in the first half of 2005  . it also pledged to look at ways of helping families on low incomes.  the government voiced concern about the effect of redundancies in the building trade.  given the economic spill over and employment effect in the construction sector  a sharp downturn in the construction industry could have other adverse effects   the ministry said.  as a result  south korea will give private companies also will be given the chance to build schools  hospitals  houses and other public buildings. it also will look at real estate tax system. other plans on the table include promoting new industries such as bio-technology and nano-technology  as well as offering increased support to small and medium sized businesses.  the focus will be on job creation and economic recovery  given that unfavourable domestic and global conditions are likely to dog the korean economy in 2005   the ministry said.,business,513
317,1396,dawson joins england injury list scrum-half matt dawson is an injury doubt for england s six nations opener against wales next weekend.  the world cup winner missed wasps  12-9 loss to bath on saturday after injuring his right calf. wasps coach warren gatland said:  he s got a fitness test in the week but he s got a good chance of playing.  gloucester s andy hazell and leicester star lewis moody also received knocks during their respective league matches  but should be fit for wales next week. if dawson is not fit to face wales  robinson will have to choose from gloucester s andy gomarsall or leicester youngster harry ellis.  jamie noon is another player on the sidelines after he limped off in the first half against saracens on friday with a dead leg. the centre  who is in line for a first six nations start against wales  will have to wait 48 hours before knowing the state of his injury.,sport,226
821,1453,spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests.  more than a quarter have bought software through spam e-mails and 24% have bought clothes or jewellery. as well as profiting from selling goods or services and driving advertising traffic  organised crime rings can use spam to glean personal information. the business software alliance (bsa) warned that people should  stay alert .  many online consumers don t consider the true motives of spammers   said mike newton  a spokesperson for the bsa which commissioned the survey.   by selling software that appears to be legitimate in genuine looking packaging or through sophisticated websites  spammers are hiding spyware without consumers  knowledge.  once the software is installed on pcs and networks  information that is given over the internet can be obtained and abused.   the results also showed that the proportion of people reading - or admitting to reading - and taking advantage of adult entertainment spam e-mails is low  at one in 10. the research  which covered 6 000 people in six countries and their attitudes towards junk e-mails  revealed that brazilians were the most likely to read spam. a third of them read unsolicited junk e-mail and 66% buy goods or services after receiving spam.  the french were the second most likely to buy something (48%)  with 44% of britons taking advantage of products and services. this was despite 38% of people in all countries being worried about their net security because of the amount of spam they get. more than a third of respondents said they were concerned that spam e-mails contained viruses or programs that attempted to collect personal information.  both industry and the media have helped to raise awareness of the issues that surround illegitimate e-mail  helping to reduce the potential financial damage and nuisance from phishing attacks and spoof websites   said william plante  director of corporate security and fraud protection at security firm symantec.  at the same time  consumers need to continue exercising caution and protect themselves from harm with a mixture of spam filters  spyware detection software and sound judgement.,tech,456
168,413,blair labour s longest-serving pm tony blair has become the labour party s longest-serving prime minister.  the 51-year-old premier has marked his 2 838th day in the post  overtaking the combined length of harold wilson s two terms during the 1960s and 1970s. if mr blair wins the next election and fulfils his promise to serve a full third term  he will surpass margaret thatcher s 11 years by the end of 2008. in 1997  mr blair became the youngest premier of the 20th century  when he came to power at the age of 43. the last prime minister to be installed at a younger age was lord liverpool  who was a year his junior in 1812.  mr blair s other political firsts include becoming the first labour leader to win two successive full terms in power after the 2001 labour landslide. and the birth of the blairs  fourth child  leo  on 20 may  2000  was the first child born to a serving prime minister in more than 150 years. the last  downing street dad  was lord john russell in 1848. labour won a huge majority of 167 over the conservatives in 2001  but mr blair has since been criticised by many in his own party. the war in iraq and reforms of the health service and education system have provoked dissent from backbenchers.  gordon brown  chancellor of the exchequer under mr blair  became britain s longest-serving chancellor of modern times in 2004. former labour leader lord kinnock said the chancellor would be best placed to take over from mr blair. when asked about the future leadership of the party  he told itv wales  waterfront programme:  that contest is a long way away and it will occur only when the prime minister  tony blair  decides he s subscribed all he can and then wants to go.  i think that the main contender will be gordon brown  who is a man of virtually unmatched capability and now great experience.  both mr brown and mr blair rose to prominence when lord kinnock led labour between 1983 and 1992.,politics,436
625,814,us budget deficit to reach $368bn the us budget deficit is set to hit a worse-than-expected $368bn (£197bn) this year  officials said on tuesday.  the cost of military operations still needs to be factored in  with analysts saying the deficit could end up a further $100bn in the red. past congressional budget office (cbo) forecasts said there would be a $348bn shortfall in the 2005 fiscal year. in recent months  the dollar has weakened amid market jitters about the size of the budget and trade deficits. in november  the gap between us exports and imports widened to more than $60bn  a record figure. the cbo says it envisages a further  orderly  decline in the greenback over the next two years as the twin deficit drives dollar investors away. but the non-partisan fiscal watchdog notes the declines will help exporters and boost us economic growth.  the budget deficit hit a record $412bn in the 12 months to 30 september 2004  after reaching $377bn in the previous fiscal year. the cbo also forecast a total shortfall of $855bn for the years from 2006 to 2015  an improvement on previous projections. however  analysts say the new figures fail to take into account the potential $2-$3.8 trillion costs of the president s plan to revamp state pensions and extend tax cuts. the figure could also be worsened by any further military costs. republicans have blamed the size of the deficit on slow economic conditions after the 11 september attacks and ongoing military operations in iraq and afghanistan. one of president george w bush s election pledges was to halve the budget deficit within five years. but democrats have accused the president of excluding iraq-related costs from previous budgets to meet the aim of reducing the deficit  a charge which the administration denies. on tuesday  the us administration asked congress for additional funds for military operations.,business,425
616,110,web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanish-language music. but what you will not find is much spanish-language hip-hop.  hip-hop and rap are actually quite popular in the spanish-speaking world  but local artists are having trouble marketing their work abroad. but now  a us company is bringing rap and hip-hop en espanol to computer users everywhere. los caballeros de plan g are one of mexico s hottest hip-hop acts. they have a devoted fan base in their native monterrey. but most mexican hip-hop fans  not to mention fans in most of the spanish-speaking world  rarely get a chance to hear the group s tracks on the radio.   you can t really just go on the radio and listen to hip-hop in spanish... it s just not accessible   says manuel millan  a native of san diego  california.  it s really hard for the spanish hip-hop scene to get into mainstream radio. you usually have a very commercialised sound and the groups are not really known around the country or around the world.  millan and two friends set out to change that - they wanted to make groups like los caballeros de plan g accessible to fans globally.  mainstream radio stations were not going to play this kind of music  and starting their own broadcast station was economically impossible. so  millan and his friends launched a website called latinohiphopradio.com. the name says it all: it is web-based radio  devoted to the hottest spanish language rap and hip-hop tracks. the site  which is in both in english and spanish  is meant to be easy to navigate. all the user has to do is download a media player. there are no djs. it is just music streamed over the net for free. suddenly  with the help of the website  los caballeros de plan g are producing  export quality  rap.  the web might be just the right medium for spanish language hip-hop right now. the genre is in what millan calls its  infant stage . but the production values are improving  and artists such as argentina s mustafa yoda are pushing to make it better and better. mustafa yoda is currently one of the hottest tracks on latinohiphopradio.com.  he s considered the eminem of argentina  and the latin american hip-hop scene   millan says.  he really hasn t had that much exposure as far as anywhere in the world  but he s definitely the one to look out for as far as becoming the next big thing in the spanish-speaking world.  currently  the chilean group makisa is also in latinohiphopradio.com s top 10  as is cuban artist papo record.  every country s got it s own cultural differences and they try to put those into their own songs   millan says. latinohiphopradio.com has been up and running for a couple of months now. the site has listeners from across the spanish speaking world. right now  mexico leads the way  accounting for about 50% of listeners. but web surfers in spain are logging in as well - about 25% of the web station s traffic comes from there. that is not surprising as many consider spain to be the leader in spanish-language rap and hip-hop. millan says that spain is actually just behind the united states and france in terms of overall rap and hip-hop production. that might be changing  though  as more and more latin american artists are finding audiences.  but one spaniard is still firmly in latinohiphopradio.com s top 10. his name is tote king and manuel millan says that he is the hip-hop leader in spain. on his track uno contra veinte emcees  or one against 20 emcees  tote king shows he is well aware of that fact.  it s basically him bragging that he s one of the best emcees in spain right now   millan says.  and it s pretty much true. he has the tightest productions  and his rap flow is impeccable  it s amazing.  latinohiphopradio.com is hoping to expand in the coming year. millan says they want to include more music and more news from the world of spanish language hip-hop and rap.  clark boyd is technology correspondent for the world  a bbc world service and wgbh-boston co-production.,tech,963
90,639,could rivalry overshadow election  tony blair and gordon brown are desperately trying to stuff the genie of their rivalry back into the bottle.  along with any number of senior cabinet colleagues  they are insisting their only job is to win the next election and govern in the best interests of britain. it is a message they are aiming directly at their backbenchers who are becoming irritated and even unnerved by the continuing claims and counter claims surrounding this alleged rift. ian gibson  for example  urged the two men to stop squabbling  declaring:  for goodness sake  sometimes you have to rise above petulance and make sure that you do your job as effectively as you can.  those with slim majorities are particularly fearful that the rift could hit their own hopes of re-election. tony blair will seek to reassure labour mps on monday evening at their first meeting of the new year at westminster - a behind-closed doors meeting which gordon brown is thought likely to also attend to show unity.  meanwhile the likes of health secretary john reid and labour peer lord haskins are warning of the electoral dangers of allowing this soap opera to continue. and they have both warned the rival camps to stop spreading the poison. lord haskins even suggested mr blair should reinstate mr brown as the central figure in the election planning.  but this particular genie is unusually reluctant to return to captivity and many fear it is simply too late to repair the damage. they believe they will be fighting the next election with the sounds of open warfare between the two men ringing in their ears. and it matters little whether the rift is real or  as some try to suggest  simply the product of newspaper headlines and westminster gossip. few in westminster actually believe that  simply because the evidence appears to contradict it.  for example  the weekend s attempts by both men to play down the divisions failed to do the trick. even as they were both insisting on their unity of purpose and claiming they would not be swayed by newspaper stories  they still managed to stir the speculation with their comments.  mr blair talked about the  new  labour manifesto - a move which seemed calculated to irritate the chancellor  who has long rejected the label. and mr brown pointedly refused to deny claims the prime minister had reneged on a deal to hand him the premiership last year. that claim was repeated in robert peston s book  a book which amply demonstrates this corrosive downing street soap opera is nowhere near its final act.  for his part  mr brown insists his only motivation was to get labour re-elected.  the trouble is  both men have fallen short of offering simple  straightforward denials of the central claims. so they have both been accused of actually making matters worse by feeding the speculation with their own behaviour. the first thing to be said is that these suggestions have not come from nowhere. they started with and are sustained by  friends  of the two men. one only had to listen to the chancellor s friend and former spin chief charlie whelan last week to understand that there is a real anger from this camp at the prime minister s apparent attempts to confound mr brown s leadership ambitions. but it is not just public pronouncements from ex-aides.  there are whispered briefings to selected journalists from both sides. it is no secret in westminster  for example  that downing street believes the chancellor is indulging in a mammoth sulk and acting in a petty and deliberately provocative manner.  then there are the actions of the men themselves. gordon brown sets out what is seen as a rival manifesto then appears to embark on his own personal campaign. the prime minister responds by scheduling his monthly press conference to clash with a keynote speech by the chancellor. meanwhile large numbers of backbench mps insist voters are either entirely uninterested in the chatter  which they believe is a media-only obsession  or that they fear for the efficient running of a government beset by such rivalry. either way  there is universal agreement that if this goes on through the general election it can only do the labour party serious damage. there are signs that the two men appreciate the dangers and both want to put a lid on all the speculation. but with probably only four months to the next election  that looks like being a particularly difficult trick to pull off.,politics,891
132,1945,hard act to follow for outkast us rap duo outkast s trio of trophies at the mtv europe awards crowns a year of huge success for the band.  the latest triumph adds to the three grammys and four american mtv gongs won earlier in this year. andre 3000 and big boi s album speakerboxxx/the love below has been critically acclaimed since its release and sold in large quantities around the world. the double album - which saw the pair produce one disc each - topped the charts in the us at the same time as single hey ya! it took another track from the exponents of southern hip-hop - the way you move - to displace it from the top spot. the georgia pair s year of critical and commercial triumph leaves them with a tough act to follow - what can be next for a musical act that has done it all   g money  a presenter on the bbc s urban music station 1xtra  thinks a hiatus is inevitable after such a sustained period of exposure - giving the band time to think about other interests.  they might be more appearances outside the band  such as producing for other artists  while they have a number of fringe music projects.  andre 3000 would like to go into acting  so we might see him a film  while big boi already has a dog-breeding business   says the dj.   but in a couple of years they will be back with another album which will be a collaboration unlike their double cd.  their greatness has become clear with speakerboxxx/the love below. we haven t seen the last of them   he adds. outkast s musical career spans 10 years and they have enjoyed commercial and critical success in the past  with their debut southernplayalisticadillacmuzik going platinum. but it took until 2001 for the pair to score their first hit in the uk with ms jackson  while their album stakonia saw their fame spread beyond the us.  1xtra s g money says it took the latest album  released in 2003  for him to be  assured of their genius .  they have always been experimental  some of it has worked and some hasn t   he adds. but g money acknowledges that making the next move for a band that has reached a pinnacle can be tough.  what can you do next when you ve done it all   he says. with ten years of success behind them and worldwide fame  it seems that outkast is not a name that is likely to be forgotten in a hurry.,entertainment,516
1250,526,air jamaica back in state control the jamaican government is regaining control of air jamaica in an bid to help the ailing company out of its financial difficulties.  the firm has failed to make money since the state sold a majority stake to hotel tycoon gordon stewart in 1994. in common with many carriers  air jamaica  with debts of $560m (£291m)  has been hit by high fuel costs and the impact of the 11 september attacks. the company will be restructured with the aim of finding a new buyer.  the administration is committed to a viable national airline that will serve as a major catalyst for our economy   said finance minister omar davies. the 35-year-old airline transports about 55% of all passengers to the island and its pilots are reportedly among the best paid in the industry  with senior members of staff earning in excess of $234 000 a year.,business,193
